Identifier,Coordinate,Family,Common_Name,SubCellular,SubOrganellar
AT4G11400,p05-r15-c04,ARID,AT4G11400,Nucleus,Chromosome
AT4G24060,p05-r15-c05,C2C2-DOF,AT4G24060,Nucleus,Chromosome
AT2G46790,p05-r15-c06,Pseudo,PRR9,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G05900,p05-r15-c07,SET,SUVH10,Nucleus,Chromosome
AT5G06100,p05-r15-c08,MYB,ATMYB33,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT1G11510,p05-r15-c09,GeBP,AT1G11510,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G02230,p05-r15-c10,NAC,ANAC004,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G51980,p05-r15-c11,C3H,AT5G51980,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G14225,p05-r15-c12,zf-AN1,AT4G14225,Cytoplasm,"Cytoplasm, cytoskeleton"
AT2G17180,p05-r15-c13,C2H2,DAZ1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G39810,p05-r15-c14,MADS,AGL98,Nucleus,Chromosome
AT3G55210,p05-r15-c15,NAC,ANAC063,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G17980,p05-r15-c16,NAC,NAC071,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G61470,p05-r15-c17,C2H2,AT5G61470,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G25310,p05-r15-c18,bHLH,MEE8,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G05630,p05-r15-c19,ND,AT4G05630,Cytoplasm,"Cytoplasm, cytoskeleton"
AT2G33500,p05-r15-c20,C2C2-CO-like,BBX12,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G31615,p05-r15-c21,ABI3-VP1,REM35,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G10113,p05-r15-c22,MYB-related,AT3G10113,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G24120,p05-r15-c23,SIGMA70-like,SIGE,Plastid,"Plastid, chloroplast membrane; Plastid, chloroplast stroma"
AT4G25410,p05-r15-c24,bHLH,AT4G25410,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G45300,p05-r16-c01,BES1,BAM8,Nucleus,Chromosome
AT2G41450,p05-r16-c02,GNAT,AT2G41450,Nucleus,Chromosome
AT4G20400,p05-r16-c03,JUMONJI,JMJ14,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G65910,p05-r16-c04,NAC,NAC028,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G44430,p05-r16-c05,MYB-related,AT2G44430,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G23380,p05-r16-c06,SET,CLF,Nucleus,Chromosome
AT2G28450,p05-r16-c07,C3H,AT2G28450,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G24190,p05-r16-c08,Orphans,ATSIN3,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G51230,p05-r16-c09,C2H2,CYR1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G15020,p05-r16-c10,Orphans,SNL2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G18090,p05-r16-c11,SWI/SNF-BAF60b,AT2G18090,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
AT5G41580,p05-r16-c12,zf-MIZ,PIAL2,Nucleus,Chromosome
AT1G32810,p05-r16-c13,PHD,AT1G32810,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G16780,p05-r16-c14,SART-1,DOT2,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G52170,p05-r16-c15,HB,HDG7,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT2G38950,p05-r16-c16,JUMONJI,AT2G38950,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G65490,p05-r16-c17,SGT1,AT5G65490,Cytoplasm,"Cytoplasm, cytoskeleton"
AT2G19260,p05-r16-c18,PHD,AT2G19260,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G04940,p05-r16-c19,SET,SUVH1,Nucleus,Chromosome
AT5G08630,p05-r16-c20,DDT,AT5G08630,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G04050,p05-r16-c21,SET,SUVR1,Nucleus,Chromosome
AT3G05670,p05-r16-c22,PHD,AT3G05670,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G30460,p05-r16-c23,C3H,ATCPSF30,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G40950,p05-r16-c24,bZIP,BZIP17,Endoplasmic,Endoplasmic reticulum membrane
AT2G30470,p06-r01-c01,ABI3-VP1,VAL1,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r01-c02,EV,EV,-,-
AT1G20980,p06-r01-c03,SBP,FBR6,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r01-c04,EV,EV,-,-
AT1G48310,p06-r01-c05,SNF2,CHA18,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r01-c06,EV,EV,-,-
AT1G03750,p06-r01-c07,SNF2,CHR9,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r01-c08,EV,EV,-,-
AT1G11950,p06-r01-c09,JUMONJI,AT1G11950,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r01-c10,EV,EV,-,-
AT1G66340,p06-r01-c11,Orphans,ETR,Endoplasmic,Endoplasmic reticulum membrane
EV,p06-r01-c12,EV,EV,-,-
AT1G77300,p06-r01-c13,SET,CCR1,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r01-c14,EV,EV,-,-
AT1G79000,p06-r01-c15,TAZ,PCAT2,Nucleus,Chromosome
EV,p06-r01-c16,EV,EV,-,-
AT2G13370,p06-r01-c17,SNF2,CHR5,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r01-c18,EV,EV,-,-
AT2G31650,p06-r01-c19,PHD,ATX1,Nucleus,Chromosome
EV,p06-r01-c20,EV,EV,-,-
AT3G22170,p06-r01-c21,FAR1,FHY3,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r01-c22,EV,EV,-,-
AT5G45050,p06-r01-c23,WRKY,WRKY16,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r01-c24,EV,EV,-,-
EV,p06-r02-c01,EV,EV,-,-
EV,p06-r02-c02,EV,EV,-,-
EV,p06-r02-c03,EV,EV,-,-
EV,p06-r02-c04,EV,EV,-,-
EV,p06-r02-c05,EV,EV,-,-
EV,p06-r02-c06,EV,EV,-,-
EV,p06-r02-c07,EV,EV,-,-
EV,p06-r02-c08,EV,EV,-,-
EV,p06-r02-c09,EV,EV,-,-
EV,p06-r02-c10,EV,EV,-,-
EV,p06-r02-c11,EV,EV,-,-
EV,p06-r02-c12,EV,EV,-,-
EV,p06-r02-c13,EV,EV,-,-
EV,p06-r02-c14,EV,EV,-,-
EV,p06-r02-c15,EV,EV,-,-
EV,p06-r02-c16,EV,EV,-,-
EV,p06-r02-c17,EV,EV,-,-
EV,p06-r02-c18,EV,EV,-,-
EV,p06-r02-c19,EV,EV,-,-
EV,p06-r02-c20,EV,EV,-,-
EV,p06-r02-c21,EV,EV,-,-
EV,p06-r02-c22,EV,EV,-,-
EV,p06-r02-c23,EV,EV,-,-
EV,p06-r02-c24,EV,EV,-,-
AT5G56930,p06-r03-c01,C3H,EMB1789,Nucleus,Chromosome
EV,p06-r03-c02,EV,EV,-,-
AT5G63420,p06-r03-c03,TRIHELIX,emb2746,Plastid,"Plastid, chloroplast membrane; Plastid, chloroplast stroma; Plastid, chloroplast thylakoid membrane"
EV,p06-r03-c04,EV,EV,-,-
AT3G12270,p06-r03-c05,C2H2,PRMT3,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r03-c06,EV,EV,-,-
AT1G76880,p06-r03-c07,TRIHELIX,DF1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
EV,p06-r03-c08,EV,EV,-,-
AT2G41900,p06-r03-c09,C3H,OXS2,Nucleus,Chromosome
EV,p06-r03-c10,EV,EV,-,-
AT5G07400,p06-r03-c11,FHA,AT5G07400,Cytoplasm,"Cytoplasm, cytoskeleton"
EV,p06-r03-c12,EV,EV,-,-
AT3G21430,p06-r03-c13,MYB-related,ALY3,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r03-c14,EV,EV,-,-
AT5G18960,p06-r03-c15,FAR1,FRS12,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r03-c16,EV,EV,-,-
AT3G06250,p06-r03-c17,FAR1,FRS7,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r03-c18,EV,EV,-,-
AT1G76320,p06-r03-c19,FAR1,FRS4,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r03-c20,EV,EV,-,-
AT5G11510,p06-r03-c21,MYB,AtMYB3R4,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r03-c22,EV,EV,-,-
AT2G22740,p06-r03-c23,SET,SDG23,Nucleus,Chromosome
EV,p06-r03-c24,EV,EV,-,-
EV,p06-r04-c01,EV,EV,-,-
EV,p06-r04-c02,EV,EV,-,-
EV,p06-r04-c03,EV,EV,-,-
EV,p06-r04-c04,EV,EV,-,-
EV,p06-r04-c05,EV,EV,-,-
EV,p06-r04-c06,EV,EV,-,-
EV,p06-r04-c07,EV,EV,-,-
EV,p06-r04-c08,EV,EV,-,-
EV,p06-r04-c09,EV,EV,-,-
EV,p06-r04-c10,EV,EV,-,-
EV,p06-r04-c11,EV,EV,-,-
EV,p06-r04-c12,EV,EV,-,-
EV,p06-r04-c13,EV,EV,-,-
EV,p06-r04-c14,EV,EV,-,-
EV,p06-r04-c15,EV,EV,-,-
EV,p06-r04-c16,EV,EV,-,-
EV,p06-r04-c17,EV,EV,-,-
EV,p06-r04-c18,EV,EV,-,-
EV,p06-r04-c19,EV,EV,-,-
EV,p06-r04-c20,EV,EV,-,-
EV,p06-r04-c21,EV,EV,-,-
EV,p06-r04-c22,EV,EV,-,-
EV,p06-r04-c23,EV,EV,-,-
EV,p06-r04-c24,EV,EV,-,-
AT3G62240,p06-r05-c01,C2H2,AT3G62240,Nucleus,Chromosome
EV,p06-r05-c02,EV,EV,-,-
AT2G37520,p06-r05-c03,PHD,AT2G37520,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r05-c04,EV,EV,-,-
AT4G13460,p06-r05-c05,SET,SDG22,Nucleus,Chromosome
EV,p06-r05-c06,EV,EV,-,-
AT4G16150,p06-r05-c07,CAMTA,AT4G16150,Nucleus,Chromosome
EV,p06-r05-c08,EV,EV,-,-
AT2G31280,p06-r05-c09,bHLH,LL2,Nucleus,Chromosome
EV,p06-r05-c10,EV,EV,-,-
AT2G21710,p06-r05-c11,mTERF,EMB2219,Plastid,"Plastid, chloroplast stroma"
EV,p06-r05-c12,EV,EV,-,-
AT5G09410,p06-r05-c13,CAMTA,EICBP.B,Cytoplasm,"Cytoplasm, cytoskeleton"
EV,p06-r05-c14,EV,EV,-,-
AT2G35160,p06-r05-c15,SET,SUVH5,Nucleus,Chromosome
EV,p06-r05-c16,EV,EV,-,-
AT5G24470,p06-r05-c17,Pseudo,APRR5,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r05-c18,EV,EV,-,-
AT5G02810,p06-r05-c19,Pseudo,APRR7,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r05-c20,EV,EV,-,-
AT2G46830,p06-r05-c21,MYB-related,CCA1,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r05-c22,EV,EV,-,-
AT5G61380,p06-r05-c23,Pseudo,PRR1,Nucleus,"Nucleus, nucleolus; Chromosome"
EV,p06-r05-c24,EV,EV,-,-
EV,p06-r06-c01,EV,EV,-,-
EV,p06-r06-c02,EV,EV,-,-
EV,p06-r06-c03,EV,EV,-,-
EV,p06-r06-c04,EV,EV,-,-
EV,p06-r06-c05,EV,EV,-,-
EV,p06-r06-c06,EV,EV,-,-
EV,p06-r06-c07,EV,EV,-,-
EV,p06-r06-c08,EV,EV,-,-
EV,p06-r06-c09,EV,EV,-,-
EV,p06-r06-c10,EV,EV,-,-
EV,p06-r06-c11,EV,EV,-,-
EV,p06-r06-c12,EV,EV,-,-
EV,p06-r06-c13,EV,EV,-,-
EV,p06-r06-c14,EV,EV,-,-
EV,p06-r06-c15,EV,EV,-,-
EV,p06-r06-c16,EV,EV,-,-
EV,p06-r06-c17,EV,EV,-,-
EV,p06-r06-c18,EV,EV,-,-
EV,p06-r06-c19,EV,EV,-,-
EV,p06-r06-c20,EV,EV,-,-
EV,p06-r06-c21,EV,EV,-,-
EV,p06-r06-c22,EV,EV,-,-
EV,p06-r06-c23,EV,EV,-,-
EV,p06-r06-c24,EV,EV,-,-
AT1G35460,p06-r07-c01,bHLH,FBH1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
EV,p06-r07-c02,EV,EV,-,-
AT5G54680,p06-r07-c03,bHLH,ILR3,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
EV,p06-r07-c04,EV,EV,-,-
EV,p06-r07-c05,EV,EV,-,-
EV,p06-r07-c06,EV,EV,-,-
EV,p06-r07-c07,EV,EV,-,-
EV,p06-r07-c08,EV,EV,-,-
EV,p06-r07-c09,EV,EV,-,-
EV,p06-r07-c10,EV,EV,-,-
EV,p06-r07-c11,EV,EV,-,-
EV,p06-r07-c12,EV,EV,-,-
EV,p06-r07-c13,EV,EV,-,-
EV,p06-r07-c14,EV,EV,-,-
EV,p06-r07-c15,EV,EV,-,-
EV,p06-r07-c16,EV,EV,-,-
EV,p06-r07-c17,EV,EV,-,-
EV,p06-r07-c18,EV,EV,-,-
EV,p06-r07-c19,EV,EV,-,-
EV,p06-r07-c20,EV,EV,-,-
EV,p06-r07-c21,EV,EV,-,-
EV,p06-r07-c22,EV,EV,-,-
EV,p06-r07-c23,EV,EV,-,-
EV,p06-r07-c24,EV,EV,-,-
EV,p06-r08-c01,EV,EV,-,-
EV,p06-r08-c02,EV,EV,-,-
EV,p06-r08-c03,EV,EV,-,-
EV,p06-r08-c04,EV,EV,-,-
EV,p06-r08-c05,EV,EV,-,-
EV,p06-r08-c06,EV,EV,-,-
EV,p06-r08-c07,EV,EV,-,-
EV,p06-r08-c08,EV,EV,-,-
EV,p06-r08-c09,EV,EV,-,-
EV,p06-r08-c10,EV,EV,-,-
EV,p06-r08-c11,EV,EV,-,-
EV,p06-r08-c12,EV,EV,-,-
EV,p06-r08-c13,EV,EV,-,-
EV,p06-r08-c14,EV,EV,-,-
EV,p06-r08-c15,EV,EV,-,-
EV,p06-r08-c16,EV,EV,-,-
EV,p06-r08-c17,EV,EV,-,-
EV,p06-r08-c18,EV,EV,-,-
EV,p06-r08-c19,EV,EV,-,-
EV,p06-r08-c20,EV,EV,-,-
EV,p06-r08-c21,EV,EV,-,-
EV,p06-r08-c22,EV,EV,-,-
EV,p06-r08-c23,EV,EV,-,-
EV,p06-r08-c24,EV,EV,-,-
EV,p06-r09-c01,EV,EV,-,-
EV,p06-r09-c02,EV,EV,-,-
EV,p06-r09-c03,EV,EV,-,-
EV,p06-r09-c04,EV,EV,-,-
EV,p06-r09-c05,EV,EV,-,-
EV,p06-r09-c06,EV,EV,-,-
EV,p06-r09-c07,EV,EV,-,-
EV,p06-r09-c08,EV,EV,-,-
EV,p06-r09-c09,EV,EV,-,-
EV,p06-r09-c10,EV,EV,-,-
EV,p06-r09-c11,EV,EV,-,-
EV,p06-r09-c12,EV,EV,-,-
EV,p06-r09-c13,EV,EV,-,-
EV,p06-r09-c14,EV,EV,-,-
EV,p06-r09-c15,EV,EV,-,-
EV,p06-r09-c16,EV,EV,-,-
EV,p06-r09-c17,EV,EV,-,-
EV,p06-r09-c18,EV,EV,-,-
EV,p06-r09-c19,EV,EV,-,-
EV,p06-r09-c20,EV,EV,-,-
EV,p06-r09-c21,EV,EV,-,-
EV,p06-r09-c22,EV,EV,-,-
EV,p06-r09-c23,EV,EV,-,-
EV,p06-r09-c24,EV,EV,-,-
EV,p06-r10-c01,EV,EV,-,-
EV,p06-r10-c02,EV,EV,-,-
EV,p06-r10-c03,EV,EV,-,-
EV,p06-r10-c04,EV,EV,-,-
EV,p06-r10-c05,EV,EV,-,-
EV,p06-r10-c06,EV,EV,-,-
EV,p06-r10-c07,EV,EV,-,-
EV,p06-r10-c08,EV,EV,-,-
EV,p06-r10-c09,EV,EV,-,-
EV,p06-r10-c10,EV,EV,-,-
EV,p06-r10-c11,EV,EV,-,-
EV,p06-r10-c12,EV,EV,-,-
EV,p06-r10-c13,EV,EV,-,-
EV,p06-r10-c14,EV,EV,-,-
EV,p06-r10-c15,EV,EV,-,-
EV,p06-r10-c16,EV,EV,-,-
EV,p06-r10-c17,EV,EV,-,-
EV,p06-r10-c18,EV,EV,-,-
EV,p06-r10-c19,EV,EV,-,-
EV,p06-r10-c20,EV,EV,-,-
EV,p06-r10-c21,EV,EV,-,-
EV,p06-r10-c22,EV,EV,-,-
EV,p06-r10-c23,EV,EV,-,-
EV,p06-r10-c24,EV,EV,-,-
EV,p06-r11-c01,EV,EV,-,-
EV,p06-r11-c02,EV,EV,-,-
EV,p06-r11-c03,EV,EV,-,-
EV,p06-r11-c04,EV,EV,-,-
EV,p06-r11-c05,EV,EV,-,-
EV,p06-r11-c06,EV,EV,-,-
EV,p06-r11-c07,EV,EV,-,-
EV,p06-r11-c08,EV,EV,-,-
EV,p06-r11-c09,EV,EV,-,-
EV,p06-r11-c10,EV,EV,-,-
EV,p06-r11-c11,EV,EV,-,-
EV,p06-r11-c12,EV,EV,-,-
EV,p06-r11-c13,EV,EV,-,-
EV,p06-r11-c14,EV,EV,-,-
EV,p06-r11-c15,EV,EV,-,-
EV,p06-r11-c16,EV,EV,-,-
EV,p06-r11-c17,EV,EV,-,-
EV,p06-r11-c18,EV,EV,-,-
EV,p06-r11-c19,EV,EV,-,-
EV,p06-r11-c20,EV,EV,-,-
EV,p06-r11-c21,EV,EV,-,-
EV,p06-r11-c22,EV,EV,-,-
EV,p06-r11-c23,EV,EV,-,-
EV,p06-r11-c24,EV,EV,-,-
EV,p06-r12-c01,EV,EV,-,-
EV,p06-r12-c02,EV,EV,-,-
EV,p06-r12-c03,EV,EV,-,-
EV,p06-r12-c04,EV,EV,-,-
EV,p06-r12-c05,EV,EV,-,-
EV,p06-r12-c06,EV,EV,-,-
EV,p06-r12-c07,EV,EV,-,-
EV,p06-r12-c08,EV,EV,-,-
EV,p06-r12-c09,EV,EV,-,-
EV,p06-r12-c10,EV,EV,-,-
EV,p06-r12-c11,EV,EV,-,-
EV,p06-r12-c12,EV,EV,-,-
EV,p06-r12-c13,EV,EV,-,-
EV,p06-r12-c14,EV,EV,-,-
EV,p06-r12-c15,EV,EV,-,-
EV,p06-r12-c16,EV,EV,-,-
EV,p06-r12-c17,EV,EV,-,-
EV,p06-r12-c18,EV,EV,-,-
EV,p06-r12-c19,EV,EV,-,-
EV,p06-r12-c20,EV,EV,-,-
EV,p06-r12-c21,EV,EV,-,-
EV,p06-r12-c22,EV,EV,-,-
EV,p06-r12-c23,EV,EV,-,-
EV,p06-r12-c24,EV,EV,-,-
EV,p06-r13-c01,EV,EV,-,-
EV,p06-r13-c02,EV,EV,-,-
EV,p06-r13-c03,EV,EV,-,-
EV,p06-r13-c04,EV,EV,-,-
EV,p06-r13-c05,EV,EV,-,-
EV,p06-r13-c06,EV,EV,-,-
EV,p06-r13-c07,EV,EV,-,-
EV,p06-r13-c08,EV,EV,-,-
EV,p06-r13-c09,EV,EV,-,-
EV,p06-r13-c10,EV,EV,-,-
EV,p06-r13-c11,EV,EV,-,-
EV,p06-r13-c12,EV,EV,-,-
EV,p06-r13-c13,EV,EV,-,-
EV,p06-r13-c14,EV,EV,-,-
EV,p06-r13-c15,EV,EV,-,-
EV,p06-r13-c16,EV,EV,-,-
EV,p06-r13-c17,EV,EV,-,-
EV,p06-r13-c18,EV,EV,-,-
EV,p06-r13-c19,EV,EV,-,-
EV,p06-r13-c20,EV,EV,-,-
EV,p06-r13-c21,EV,EV,-,-
EV,p06-r13-c22,EV,EV,-,-
EV,p06-r13-c23,EV,EV,-,-
EV,p06-r13-c24,EV,EV,-,-
EV,p06-r14-c01,EV,EV,-,-
EV,p06-r14-c02,EV,EV,-,-
EV,p06-r14-c03,EV,EV,-,-
EV,p06-r14-c04,EV,EV,-,-
EV,p06-r14-c05,EV,EV,-,-
EV,p06-r14-c06,EV,EV,-,-
EV,p06-r14-c07,EV,EV,-,-
EV,p06-r14-c08,EV,EV,-,-
EV,p06-r14-c09,EV,EV,-,-
EV,p06-r14-c10,EV,EV,-,-
EV,p06-r14-c11,EV,EV,-,-
EV,p06-r14-c12,EV,EV,-,-
EV,p06-r14-c13,EV,EV,-,-
EV,p06-r14-c14,EV,EV,-,-
EV,p06-r14-c15,EV,EV,-,-
EV,p06-r14-c16,EV,EV,-,-
EV,p06-r14-c17,EV,EV,-,-
EV,p06-r14-c18,EV,EV,-,-
EV,p06-r14-c19,EV,EV,-,-
EV,p06-r14-c20,EV,EV,-,-
EV,p06-r14-c21,EV,EV,-,-
EV,p06-r14-c22,EV,EV,-,-
EV,p06-r14-c23,EV,EV,-,-
EV,p06-r14-c24,EV,EV,-,-
EV,p06-r15-c01,EV,EV,-,-
EV,p06-r15-c02,EV,EV,-,-
EV,p06-r15-c03,EV,EV,-,-
EV,p06-r15-c04,EV,EV,-,-
EV,p06-r15-c05,EV,EV,-,-
EV,p06-r15-c06,EV,EV,-,-
EV,p06-r15-c07,EV,EV,-,-
EV,p06-r15-c08,EV,EV,-,-
EV,p06-r15-c09,EV,EV,-,-
EV,p06-r15-c10,EV,EV,-,-
EV,p06-r15-c11,EV,EV,-,-
EV,p06-r15-c12,EV,EV,-,-
EV,p06-r15-c13,EV,EV,-,-
EV,p06-r15-c14,EV,EV,-,-
EV,p06-r15-c15,EV,EV,-,-
EV,p06-r15-c16,EV,EV,-,-
EV,p06-r15-c17,EV,EV,-,-
EV,p06-r15-c18,EV,EV,-,-
EV,p06-r15-c19,EV,EV,-,-
EV,p06-r15-c20,EV,EV,-,-
EV,p06-r15-c21,EV,EV,-,-
EV,p06-r15-c22,EV,EV,-,-
EV,p06-r15-c23,EV,EV,-,-
EV,p06-r15-c24,EV,EV,-,-
EV,p06-r16-c01,EV,EV,-,-
EV,p06-r16-c02,EV,EV,-,-
EV,p06-r16-c03,EV,EV,-,-
EV,p06-r16-c04,EV,EV,-,-
EV,p06-r16-c05,EV,EV,-,-
EV,p06-r16-c06,EV,EV,-,-
EV,p06-r16-c07,EV,EV,-,-
EV,p06-r16-c08,EV,EV,-,-
EV,p06-r16-c09,EV,EV,-,-
EV,p06-r16-c10,EV,EV,-,-
EV,p06-r16-c11,EV,EV,-,-
EV,p06-r16-c12,EV,EV,-,-
EV,p06-r16-c13,EV,EV,-,-
EV,p06-r16-c14,EV,EV,-,-
EV,p06-r16-c15,EV,EV,-,-
EV,p06-r16-c16,EV,EV,-,-
EV,p06-r16-c17,EV,EV,-,-
EV,p06-r16-c18,EV,EV,-,-
EV,p06-r16-c19,EV,EV,-,-
EV,p06-r16-c20,EV,EV,-,-
EV,p06-r16-c21,EV,EV,-,-
EV,p06-r16-c22,EV,EV,-,-
EV,p06-r16-c23,EV,EV,-,-
EV,p06-r16-c24,EV,EV,-,-
